DOID:0001816	angiosarcoma
DOID:0050728	glycogen metabolism disorder
DOID:0050729	neutral lipid storage disease
DOID:0050730	coenzyme Q10 deficiency disease
DOID:0050731	vitamin B12 deficiency
DOID:0050732	methylmalonic aciduria and homocystinuria type cblE
DOID:0050733	methylmalonic aciduria and homocystinuria type cblG
DOID:0050734	congenital intrinsic factor deficiency
DOID:0050735	X-linked disease
DOID:0050736	autosomal dominant disease
DOID:0050737	autosomal recessive disease
DOID:0050738	Y-linked disease
DOID:0050739	autosomal genetic disease
DOID:0050740	Qazi Markouizos syndrome
DOID:0050741	alcohol dependence
DOID:0050742	nicotine dependence
DOID:0050743	mature T-cell and NK-cell lymphoma
DOID:0050744	anaplastic large cell lymphoma
DOID:0050745	diffuse large B-cell lymphoma
DOID:0050746	mantle cell lymphoma
DOID:0050747	lymphoplasmacytic lymphoma
DOID:0050748	marginal zone B-cell lymphoma
DOID:0050749	peripheral T-cell lymphoma
DOID:0050750	splenic marginal zone lymphoma
DOID:0050751	T-cell large granular lymphocyte leukemia
DOID:0050752	amyotrophic lateral sclerosis type 8
DOID:0050753	cerebellar ataxia
DOID:0050754	ataxia with oculomotor apraxia type 1
DOID:0050755	ataxia with oculomotor apraxia type 2
DOID:0050756	Batten disease
DOID:0050757	deafness dystonia syndrome
DOID:0050758	metabolic acidosis
DOID:0050759	myotonic dystrophy type 2
DOID:0050760	X-linked myopathy with excessive autophagy
DOID:0050761	paramyloidosis
DOID:0050762	adenylosuccinase lyase deficiency
DOID:0050763	ARC syndrome
DOID:0050764	Armfield syndrome
DOID:0050765	neuroacanthocytosis
DOID:0050766	chorea-acanthocytosis
DOID:0050767	midface dysplasia
DOID:0050768	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1
DOID:0050769	N syndrome
DOID:0050770	polycystic liver disease
DOID:0050771	phaeochromocytoma
DOID:0050772	spastic ataxia 1
DOID:0050773	paraganglioma
DOID:0050774	rapadilino syndrome
DOID:0050775	schneckenbecken dysplasia
DOID:0050776	non-syndromic X-linked intellectual disability
DOID:0050777	Joubert syndrome
DOID:0050778	Meckel syndrome
DOID:0050779	hydrolethalus syndrome
DOID:0050780	Opitz-GBBB syndrome
DOID:0050781	Ogden syndrome
DOID:0050782	Zollinger-Ellison syndrome
DOID:0050783	secondary progressive multiple sclerosis
DOID:0050784	primary progressive multiple sclerosis
DOID:0050785	progressive relapsing multiple sclerosis
DOID:0050786	iridogoniodysgenesis syndrome
DOID:0050787	juvenile polyposis syndrome
DOID:0050788	proximal symphalangism
DOID:0050789	tarsal-carpal coalition syndrome
DOID:0050790	fibular hypoplasia and complex brachydactyly
DOID:0050791	persistent Mullerian duct syndrome
DOID:0050792	multiple cutaneous and mucosal venous malformations
DOID:0050793	short QT syndrome
DOID:0050794	multiple synostoses syndrome
DOID:0050795	cone dystrophy
DOID:0050796	achalasia microcephaly syndrome
DOID:0050797	peroxisomal acyl-CoA oxidase deficiency
DOID:0050798	cerebral creatine deficiency syndrome
DOID:0050799	guanidinoacetate methyltransferase deficiency
DOID:0050800	creatine transporter deficiency
DOID:0050801	androgenic alopecia
DOID:0050802	Ehlers-Danlos syndrome progeroid type
DOID:0050803	glioblastoma classical subtype
DOID:0050804	glioblastoma proneural subtype
DOID:0050805	glioblastoma mesenchymal subtype
DOID:0050806	glioblastoma neural subtype
DOID:0050807	Kahrizi syndrome
DOID:0050808	mucopolysaccharidosis IV
DOID:0050809	mucopolysaccharidosis IX
DOID:0050810	biotin deficiency
DOID:0050811	congenital adrenal hyperplasia
DOID:0050812	spondyloepimetaphyseal dysplasia, Pakistani type
DOID:0050813	spondyloepiphyseal dysplasia with congenital joint dislocations
DOID:0050814	temtamy preaxial brachydactyly syndrome
DOID:0050815	eye adnexa disease
DOID:0050816	urofacial syndrome
DOID:0050817	Stargardt disease
DOID:0050818	transcobalamin II deficiency
DOID:0050819	Matthew-Wood syndrome
DOID:0050820	atrioventricular block
DOID:0050821	first-degree atrioventricular block
DOID:0050822	second-degree atrioventricular block
DOID:0050823	third-degree atrioventricular block
DOID:0050824	sinoatrial node disease
DOID:0050825	endocardium disease
DOID:0050826	tricuspid valve disease
DOID:0050827	rheumatic heart disease
DOID:0050828	artery disease
DOID:0050829	pericardium disease
DOID:0050830	peripheral artery disease
DOID:0050831	familial encephalopathy with neuroserpin inclusion bodies
DOID:0050832	pyrimidine metabolic disorder
DOID:0050833	orotic aciduria
DOID:0050834	CHARGE syndrome
DOID:0050835	generalized dystonia
DOID:0050836	focal dystonia
DOID:0050837	multifocal dystonia
DOID:0050838	segmental dystonia
DOID:0050839	anismus
DOID:0050840	cervical dystonia
DOID:0050841	focal hand dystonia
DOID:0050842	oculogyric crisis
DOID:0050843	oromandibular dystonia
DOID:0050844	spasmodic dystonia
DOID:0050845	cranio-facial dystonia
DOID:0050846	hemidystonia
DOID:0050847	sleep apnea
DOID:0050848	obstructive sleep apnea
DOID:0050849	periampullary adenoma
DOID:0050850	diabetic encephalopathy
DOID:0050851	glomerulosclerosis
DOID:0050852	limb ischemia
DOID:0050853	chronic venous insufficiency
DOID:0050854	Muckle-Wells syndrome
DOID:0050855	renal fibrosis
DOID:0050856	oppositional defiant disorder
DOID:0050857	Perrault syndrome
DOID:0050858	Marshall-Smith syndrome
DOID:0050859	hemorrhagic cystitis
DOID:0050860	colorectal adenoma
DOID:0050861	colorectal adenocarcinoma
DOID:0050862	pyometritis
DOID:0050863	arteritic anterior ischemic optic neuropathy
DOID:0050864	non-arteritic anterior ischemic optic neuropathy
DOID:0050865	tongue squamous cell carcinoma
DOID:0050866	oral squamous cell carcinoma
DOID:0050867	Jensen syndrome
DOID:0050868	hepatocellular adenoma
DOID:0050869	villous adenoma
DOID:0050870	in situ pulmonary adenocarcinoma
DOID:0050871	fibroma
DOID:0050872	large cell neuroendocrine carcinoma
DOID:0050873	follicular lymphoma
DOID:0050875	small cell neuroendocrine carcinoma
DOID:0050876	Caroli disease
DOID:0050877	pancreatic agenesis
DOID:0050878	CLONE OF congenital afibrinogenemia
DOID:0050879	fragile X-associated tremor/ataxia syndrome
DOID:0050880	Koolen de Vries syndrome
DOID:0050881	inclusion body myopathy with Paget disease of bone and frontotemporal dementia
DOID:0050882	spinocerebellar ataxia type 5
DOID:0050883	infantile cerebellar-retinal degeneration
DOID:0050884	triosephosphate isomerase deficiency
DOID:0050885	IMAGe syndrome
DOID:0050886	Troyer syndrome
DOID:0050887	Townes-Brocks syndrome
DOID:0050888	syndromic intellectual disability
DOID:0050889	non-syndromic intellectual disability
DOID:0050890	synucleinopathy
DOID:0050891	adrenal cortical adenoma
DOID:0050892	adrenal gland pheochromocytoma
DOID:0050893	gallbladder adenoma
DOID:0050894	ameloblastoma
DOID:0050895	bone ameloblastoma
DOID:0050896	bone squamous cell carcinoma
DOID:0050897	bone chondrosarcoma
DOID:0050898	phalanx chondroma
DOID:0050899	brain stem medulloblastoma
DOID:0050900	sacrum chordoma
DOID:0050901	corpus callosum oligodendroglioma
DOID:0050902	medulloblastoma
DOID:0050903	parietal lobe ependymoma
DOID:0050904	salivary gland carcinoma
DOID:0050905	inflammatory myofibroblastic tumor
DOID:0050906	conjunctival nevus
DOID:0050907	mixed extragonadal germ cell cancer
DOID:0050908	myelodysplastic syndrome
DOID:0050909	MALT lymphoma
DOID:0050910	cecum adenoma
DOID:0050911	appendix carcinoid tumor
DOID:0050912	colon adenoma
DOID:0050913	large intestine adenocarcinoma
DOID:0050914	large intestine adenoma
DOID:0050915	rectum adenoma
DOID:0050916	bronchus mucoepidermoid carcinoma
DOID:0050917	lung combined type small cell adenocarcinoma
DOID:0050918	vaginal carcinoma
DOID:0050919	trachea mucoepidermoid carcinoma
DOID:0050920	tonsil squamous cell carcinoma
DOID:0050921	pharynx squamous cell carcinoma
DOID:0050922	gastrointestinal carcinoma
DOID:0050923	spindle epithelial tumor with thymus-like differentiation tumor
DOID:0050924	striated muscle rhabdoid tumor
DOID:0050925	small intestine carcinoid neuroendocrine tumor
DOID:0050926	jejunal adenocarcinoma
DOID:0050927	duodenum adenoma
DOID:0050928	ovarian melanoma
DOID:0050929	mucosal melanoma
DOID:0050930	sublingual gland adenoid cystic carcinoma
DOID:0050931	parotid gland adenoid cystic carcinoma
DOID:0050932	lung mucoepidermoid carcinoma
DOID:0050933	ovarian serous carcinoma
DOID:0050934	ovarian clear cell carcinoma
DOID:0050935	cervical neuroblastoma
DOID:0050936	extra-adrenal pheochromocytoma
DOID:0050937	retroperitoneal neuroblastoma
DOID:0050938	breast lobular carcinoma
DOID:0050939	uterine corpus endometrial carcinoma
DOID:0050940	endocervical adenocarcinoma
DOID:0050941	spastic ataxia 2
DOID:0050942	spastic ataxia 3
DOID:0050943	spastic ataxia 4
DOID:0050944	spastic ataxia 5
DOID:0050945	spastic ataxia 7
DOID:0050946	Charlevoix-Saguenay spastic ataxia
DOID:0050947	hereditary hypophosphatemic rickets with hypercalciuria
DOID:0050948	autosomal dominant hypophosphatemic rickets
DOID:0050949	autosomal recessive hypophosphatemic rickets
DOID:0050950	autosomal recessive cerebellar ataxia
DOID:0050951	hereditary ataxia
DOID:0050952	spastic ataxia
DOID:0050953	X-linked hereditary ataxia
DOID:0050954	spinocerebellar ataxia type 1
DOID:0050955	spinocerebellar ataxia type 2
DOID:0050956	spinocerebellar ataxia type 6
DOID:0050957	spinocerebellar ataxia type 4
DOID:0050958	spinocerebellar ataxia type 7
DOID:0050959	spinocerebellar ataxia type 8
DOID:0050960	spinocerebellar ataxia type 10
DOID:0050961	spinocerebellar ataxia type 11
DOID:0050962	spinocerebellar ataxia type 12
DOID:0050963	spinocerebellar ataxia type 13
DOID:0050964	spinocerebellar ataxia type 14
DOID:0050965	spinocerebellar ataxia type 15
DOID:0050966	spinocerebellar ataxia type 16
DOID:0050967	spinocerebellar ataxia type 17
DOID:0050968	autosomal dominant cerebellar ataxia, deafness and narcolepsy
DOID:0050969	spinocerebellar ataxia type 18
DOID:0050970	spinocerebellar ataxia type 19/22
DOID:0050971	spinocerebellar ataxia type 20
DOID:0050972	spinocerebellar ataxia type 21
DOID:0050973	spinocerebellar ataxia type 23
DOID:0050974	spinocerebellar ataxia type 25
DOID:0050975	spinocerebellar ataxia type 26
DOID:0050976	spinocerebellar ataxia type 27
DOID:0050977	spinocerebellar ataxia type 28
DOID:0050978	spinocerebellar ataxia type 29
DOID:0050979	spinocerebellar ataxia type 30
DOID:0050980	spinocerebellar ataxia type 31
DOID:0050981	spinocerebellar ataxia type 34
DOID:0050982	spinocerebellar ataxia type 35
DOID:0050983	spinocerebellar ataxia type 36
DOID:0050984	spinocerebellar ataxia type 37
DOID:0050985	spinocerebellar ataxia type 38
DOID:0050986	spinocerebellar ataxia type 40
DOID:0050987	hypomyelinating leukoencephalopathy
DOID:0050988	GRID2-related spinocerebellar ataxia
DOID:0050989	episodic ataxia type 1
DOID:0050990	episodic ataxia type 2
DOID:0050991	episodic ataxia type 3
DOID:0050992	episodic ataxia type 4
DOID:0050993	episodic ataxia type 5
DOID:0050994	episodic ataxia type 6
DOID:0050995	episodic ataxia type 7
DOID:0050996	episodic ataxia type 8
DOID:0050997	cerebellar ataxia, mental retardation and dysequlibrium syndrome
DOID:0050998	nonprogressive cerebellar atxia with mental retardation
DOID:0050999	autosomal recessive spinocerebellar ataxia 10
DOID:0060000	infective endocarditis
DOID:0060001	withdrawal disorder
DOID:0060002	C1 inhibitor deficiency
DOID:0060004	autoimmune disease of central nervous system
DOID:0060005	autoimmune disease of endocrine system
DOID:0060006	artemis deficiency
DOID:0060007	CD3zeta deficiency
DOID:0060008	janus kinase-3 deficiency
DOID:0060009	MHC class I deficiency
DOID:0060010	Omenn syndrome
DOID:0060011	recombinase activating gene 1 deficiency
DOID:0060012	recombinase activating gene 2 deficiency
DOID:0060013	gamma chain deficiency
DOID:0060014	CD45 deficiency
DOID:0060015	interleukin-7 receptor alpha deficiency
DOID:0060016	CD3delta deficiency
DOID:0060017	CD3epsilon deficiency
DOID:0060018	CD3gamma deficiency
DOID:0060019	coronin-1A deficiency
DOID:0060020	reticular dysgenesis
DOID:0060021	DNA ligase IV deficiency
DOID:0060022	CD40 ligand deficiency
DOID:0060023	CD40 deficiency
DOID:0060024	lambda 5 deficiency
DOID:0060025	immunoglobulin alpha deficiency
DOID:0060026	immunoglobulin beta deficiency
DOID:0060027	B cell linker protein deficiency
DOID:0060028	Good syndrome
DOID:0060029	autoimmune disease of exocrine system
DOID:0060030	autoimmune disease of eyes, ear, nose and throat
DOID:0060031	autoimmune disease of gastrointestinal tract
DOID:0060032	autoimmune disease of musculoskeletal system
DOID:0060033	autoimmune disease of peripheral nervous system
DOID:0060035	medical disorder
DOID:0060036	intrinsic cardiomyopathy
DOID:0060037	developmental disorder of mental health
DOID:0060038	specific developmental disorder
DOID:0060039	autoimmune disease of skin and connective tissue
DOID:0060040	pervasive developmental disorder
DOID:0060041	autism spectrum disorder
DOID:0060042	atypical autism
DOID:0060043	sexual disorder
DOID:0060044	paraphilia disorder
DOID:0060045	Munchausen by proxy
DOID:0060046	aphasia
DOID:0060047	writing disorder
DOID:0060048	nosophobia
DOID:0060049	autoimmune disease of urogenital tract
DOID:0060050	autoimmune disease of blood
DOID:0060051	autoimmune disease of cardiovascular system
DOID:0060052	neurological disorder
DOID:0060053	obsolete peripheral neuropathy
DOID:0060054	autonomic peripheral neuropathy
DOID:0060055	popliteal pterygium syndrome
DOID:0060056	hypersensitivity reaction disease
DOID:0060057	gluten allergy
DOID:0060058	lymphoma
DOID:0060060	non-Hodgkin lymphoma
DOID:0060061	cutaneous T cell lymphoma
DOID:0060062	familial juvenile hyperuricemic nephropathy
DOID:0060063	X-linked sideroblastic anemia
DOID:0060064	sideroblastic anemia with spinocerebellar ataxia
DOID:0060065	pyridoxine-refractory autosomal recessive sideroblastic anemia
DOID:0060066	pyridoxine-responsive sideroblastic anemia
DOID:0060067	Pearson syndrome
DOID:0060068	marantic endocarditis
DOID:0060069	Bacillus cereus pneumonia
DOID:0060071	pre-malignant neoplasm
DOID:0060072	benign neoplasm
DOID:0060073	lymphatic system cancer
DOID:0060074	ductal carcinoma in situ
DOID:0060075	estrogen-receptor positive breast cancer
DOID:0060076	estrogen-receptor negative breast cancer
DOID:0060077	progesterone-receptor positive breast cancer
DOID:0060078	progesterone-receptor negative breast cancer
DOID:0060079	Her2-receptor positive breast cancer
DOID:0060080	Her2-receptor negative breast cancer
DOID:0060081	triple-receptor negative breast cancer
DOID:0060082	breast benign neoplasm
DOID:0060083	immune system cancer
DOID:0060084	cell type benign neoplasm
DOID:0060085	organ system benign neoplasm
DOID:0060086	female reproductive organ benign neoplasm
DOID:0060087	male reproductive organ benign neoplasm
DOID:0060088	vestibular gland benign neoplasm
DOID:0060089	endocrine organ benign neoplasm
DOID:0060090	central nervous system organ benign neoplasm
DOID:0060091	cardiovascular organ benign neoplasm
DOID:0060092	immune system organ benign neoplasm
DOID:0060094	bone benign neoplasm
DOID:0060095	uterine benign neoplasm
DOID:0060096	sensory organ benign neoplasm
DOID:0060097	thoracic benign neoplasm
DOID:0060098	osteoblastoma
DOID:0060099	musculoskeletal system benign neoplasm
DOID:0060100	musculoskeletal system cancer
DOID:0060101	benign glioma
DOID:0060102	cartilage cancer
DOID:0060103	central nervous system primitive neuroectodermal neoplasm
DOID:0060104	cerebellar medulloblastoma
DOID:0060106	brain meningioma
DOID:0060108	brain glioma
DOID:0060109	vulvar benign neoplasm
DOID:0060110	cervical benign neoplasm
DOID:0060111	fallopian tube benign neoplasm
DOID:0060112	ovarian benign neoplasm
DOID:0060114	vaginal benign neoplasm
DOID:0060115	nervous system benign neoplasm
DOID:0060116	sensory system cancer
DOID:0060117	peritoneal benign neoplasm
DOID:0060118	thoracic disease
DOID:0060119	pharynx cancer
DOID:0060120	skeletal system benign neoplasm
DOID:0060121	integumentary system benign neoplasm
DOID:0060122	integumentary system cancer
DOID:0060123	connective tissue benign neoplasm
DOID:0060125	heavy chain disease
DOID:0060126	alpha chain disease
DOID:0060127	gamma heavy chain disease
DOID:0060128	mu chain disease
DOID:0060129	delta chain disease
DOID:0060130	akinetopsia
DOID:0060131	alexithymia
DOID:0060132	amusia
DOID:0060133	anosognosia
DOID:0060134	apperceptive agnosia
DOID:0060135	apraxia
DOID:0060136	associative agnosia
DOID:0060137	auditory agnosia
DOID:0060138	autotopagnosia
DOID:0060139	color agnosia
DOID:0060140	cortical deafness
DOID:0060141	finger agnosia
DOID:0060142	form agnosia
DOID:0060143	integrative agnosia
DOID:0060144	mirror agnosia
DOID:0060145	pain agnosia
DOID:0060146	phonagnosia
DOID:0060147	semantic agnosia
DOID:0060148	simultanagnosia
DOID:0060149	social emotional agnosia
DOID:0060150	astereognosia
DOID:0060151	tactile agnosia
DOID:0060152	time agnosia
DOID:0060153	topographical agnosia
DOID:0060154	verbal auditory agnosia
DOID:0060155	visual agnosia
DOID:0060156	visual verbal agnosia
DOID:0060157	diffuse alopecia areata
DOID:0060158	acquired metabolic disease
DOID:0060159	organic acidemia
DOID:0060160	survival motor neuron spinal muscular atrophy
DOID:0060161	Kennedy's disease
DOID:0060162	dentatorubral-pallidoluysian atrophy
DOID:0060163	body dysmorphic disorder
DOID:0060164	pain disorder
DOID:0060165	Kleine-Levin syndrome
DOID:0060166	bipolar ll disorder
