DOID:0001816	DOID:1115 ! sarcoma
DOID:0050884	DOID:4194 ! glucose metabolism disease
DOID:0050885	DOID:225 ! syndrome
DOID:0050886	DOID:2476 ! hereditary spastic paraplegia
DOID:0050887	DOID:0050736 ! autosomal dominant disease
DOID:0050888	DOID:1059 ! intellectual disability
DOID:0050889	DOID:1059 ! intellectual disability
DOID:0050890	DOID:1289 ! neurodegenerative disease
DOID:0050891	DOID:656 ! adrenal adenoma
DOID:0050892	DOID:5719 ! adrenal medulla cancer
DOID:0050893	DOID:0050625 ! biliary tract neoplasm
DOID:0050894	DOID:0060084 ! cell type benign neoplasm
DOID:0050895	DOID:0060094 ! bone benign neoplasm
DOID:0050896	DOID:2762 ! bone carcinoma
DOID:0050897	DOID:3371 ! chondrosarcoma
DOID:0050898	DOID:0060094 ! bone benign neoplasm
DOID:0050899	DOID:4203 ! brain stem cancer
DOID:0050900	DOID:4153 ! spinal chordoma
DOID:0050901	DOID:3187 ! brain oligodendroglioma
DOID:0050902	DOID:4706 ! infratentorial cancer
DOID:0050903	DOID:14384 ! parietal lobe neoplasm
DOID:0050904	DOID:8850 ! salivary gland cancer
DOID:0050905	DOID:3350 ! mesenchymal cell neoplasm
DOID:0050906	DOID:0060096 ! sensory organ benign neoplasm
DOID:0050907	DOID:3306 ! mixed germ cell cancer
DOID:0050908	DOID:4960 ! bone marrow cancer
DOID:0050909	DOID:0060060 ! non-Hodgkin lymphoma
DOID:0050910	DOID:1517 ! cecal benign neoplasm
DOID:0050911	DOID:11239 ! appendix cancer
DOID:0050912	DOID:235 ! colonic benign neoplasm
DOID:0050913	DOID:5672 ! large intestine cancer
DOID:0050914	DOID:4610 ! intestinal benign neoplasm
DOID:0050915	DOID:1984 ! rectal neoplasm
DOID:0050916	DOID:1325 ! bronchus cancer
DOID:0050917	DOID:5421 ! lung combined type small cell carcinoma
DOID:0050918	DOID:119 ! vaginal cancer
DOID:0050919	DOID:4876 ! trachea carcinoma
DOID:0050920	DOID:8858 ! tonsil cancer
DOID:0050921	DOID:0060119 ! pharynx cancer
DOID:0050922	DOID:3119 ! gastrointestinal system cancer
DOID:0050923	DOID:3963 ! thyroid carcinoma
DOID:0050924	DOID:4045 ! muscle cancer
DOID:0050925	DOID:10154 ! small intestine cancer
DOID:0050926	DOID:13499 ! jejunal cancer
DOID:0050927	DOID:1737 ! duodenal benign neoplasm
DOID:0050928	DOID:2394 ! ovarian cancer
DOID:0050929	DOID:1909 ! melanoma
DOID:0050930	DOID:8849 ! sublingual gland cancer
DOID:0050931	DOID:9036 ! parotid gland cancer
DOID:0050932	DOID:3905 ! lung carcinoma
DOID:0050933	DOID:4001 ! ovarian carcinoma
DOID:0050934	DOID:4001 ! ovarian carcinoma
DOID:0050935	DOID:371 ! extracranial neuroblastoma
DOID:0050936	DOID:5719 ! adrenal medulla cancer
DOID:0050937	DOID:5875 ! retroperitoneal cancer
DOID:0050938	DOID:3459 ! breast carcinoma
DOID:0050939	DOID:9460 ! uterine corpus cancer
DOID:0050940	DOID:7519 ! endocervical carcinoma
DOID:0050941	DOID:0050952 ! spastic ataxia
DOID:0050942	DOID:0050952 ! spastic ataxia
DOID:0050943	DOID:0050952 ! spastic ataxia
DOID:0050944	DOID:0050952 ! spastic ataxia
DOID:0050945	DOID:0050952 ! spastic ataxia
DOID:0050946	DOID:0050950 ! autosomal recessive cerebellar ataxia
DOID:0050947	DOID:10609 ! rickets
DOID:0050948	DOID:10609 ! rickets
DOID:0050949	DOID:10609 ! rickets
DOID:0050950	DOID:0050951 ! hereditary ataxia
DOID:0050951	DOID:1289 ! neurodegenerative disease
DOID:0050952	DOID:0050951 ! hereditary ataxia
DOID:0050953	DOID:0050951 ! hereditary ataxia
DOID:0050954	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050955	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050956	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050957	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050958	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050959	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050960	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050961	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050962	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050963	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050964	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050965	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050966	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050967	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050968	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050969	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050970	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050971	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050972	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050973	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050974	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050975	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050976	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050977	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050978	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050979	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050980	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050981	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050982	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050983	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050984	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050985	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050986	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050987	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050988	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0050989	DOID:963 ! episodic ataxia
DOID:0050990	DOID:963 ! episodic ataxia
DOID:0050991	DOID:963 ! episodic ataxia
DOID:0050992	DOID:963 ! episodic ataxia
DOID:0050993	DOID:963 ! episodic ataxia
DOID:0050994	DOID:963 ! episodic ataxia
DOID:0050995	DOID:963 ! episodic ataxia
DOID:0050996	DOID:963 ! episodic ataxia
DOID:0050997	DOID:0050950 ! autosomal recessive cerebellar ataxia
DOID:0050998	DOID:0050753 ! cerebellar ataxia
DOID:0050999	DOID:0050950 ! autosomal recessive cerebellar ataxia
DOID:0060000	DOID:10314 ! endocarditis
DOID:0060001	DOID:303 ! substance-related disorder
DOID:0060002	DOID:626 ! complement deficiency
DOID:0060004	DOID:438 ! autoimmune disease of the nervous system
DOID:0060005	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060006	DOID:627 ! severe combined immunodeficiency
DOID:0060007	DOID:627 ! severe combined immunodeficiency
DOID:0060008	DOID:627 ! severe combined immunodeficiency
DOID:0060009	DOID:627 ! severe combined immunodeficiency
DOID:0060010	DOID:627 ! severe combined immunodeficiency
DOID:0060011	DOID:627 ! severe combined immunodeficiency
DOID:0060012	DOID:627 ! severe combined immunodeficiency
DOID:0060013	DOID:627 ! severe combined immunodeficiency
DOID:0060014	DOID:627 ! severe combined immunodeficiency
DOID:0060015	DOID:627 ! severe combined immunodeficiency
DOID:0060016	DOID:627 ! severe combined immunodeficiency
DOID:0060017	DOID:627 ! severe combined immunodeficiency
DOID:0060018	DOID:627 ! severe combined immunodeficiency
DOID:0060019	DOID:627 ! severe combined immunodeficiency
DOID:0060020	DOID:627 ! severe combined immunodeficiency
DOID:0060021	DOID:628 ! combined T cell and B cell immunodeficiency
DOID:0060022	DOID:628 ! combined T cell and B cell immunodeficiency
DOID:0060023	DOID:628 ! combined T cell and B cell immunodeficiency
DOID:0060024	DOID:2115 ! B cell deficiency
DOID:0060025	DOID:2115 ! B cell deficiency
DOID:0060026	DOID:2115 ! B cell deficiency
DOID:0060027	DOID:2583 ! agammaglobulinemia
DOID:0060028	DOID:2583 ! agammaglobulinemia
DOID:0060029	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060030	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060031	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060032	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060033	DOID:438 ! autoimmune disease of the nervous system
DOID:0060036	DOID:0050700 ! cardiomyopathy
DOID:0060037	DOID:150 ! disease of mental health
DOID:0060038	DOID:0060037 ! developmental disorder of mental health
DOID:0060039	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060040	DOID:0060037 ! developmental disorder of mental health
DOID:0060041	DOID:0060040 ! pervasive developmental disorder
DOID:0060042	DOID:0060041 ! autism spectrum disorder
DOID:0060043	DOID:150 ! disease of mental health
DOID:0060044	DOID:0060043 ! sexual disorder
DOID:0060045	DOID:1766 ! factitious disorder
DOID:0060046	DOID:93 ! language disorder
DOID:0060047	DOID:8927 ! learning disability
DOID:0060048	DOID:599 ! specific phobia
DOID:0060049	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060050	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060051	DOID:417 ! hypersensitivity reaction type II disease
DOID:0060054	DOID:870 ! neuropathy
DOID:0060055	DOID:0050736 ! autosomal dominant disease
DOID:0060056	DOID:2914 ! immune system disease
DOID:0060057	DOID:3044 ! food allergy
DOID:0060058	DOID:2531 ! hematologic cancer
DOID:0060060	DOID:0060058 ! lymphoma
DOID:0060061	DOID:0050749 ! peripheral T-cell lymphoma
DOID:0060062	DOID:557 ! kidney disease
DOID:0060063	DOID:8955 ! sideroblastic anemia
DOID:0060064	DOID:8955 ! sideroblastic anemia
DOID:0060065	DOID:8955 ! sideroblastic anemia
DOID:0060066	DOID:8955 ! sideroblastic anemia
DOID:0060067	DOID:700 ! mitochondrial metabolism disease
DOID:0060068	DOID:10314 ! endocarditis
DOID:0060071	DOID:14566 ! disease of cellular proliferation
DOID:0060072	DOID:14566 ! disease of cellular proliferation
DOID:0060073	DOID:0060083 ! immune system cancer
DOID:0060074	DOID:8791 ! breast carcinoma in situ
DOID:0060075	DOID:1612 ! breast cancer
DOID:0060076	DOID:1612 ! breast cancer
DOID:0060077	DOID:1612 ! breast cancer
DOID:0060078	DOID:1612 ! breast cancer
DOID:0060079	DOID:1612 ! breast cancer
DOID:0060080	DOID:1612 ! breast cancer
DOID:0060081	DOID:1612 ! breast cancer
DOID:0060082	DOID:0060097 ! thoracic benign neoplasm
DOID:0060083	DOID:0050686 ! organ system cancer
DOID:0060084	DOID:0060072 ! benign neoplasm
DOID:0060085	DOID:0060072 ! benign neoplasm
DOID:0060086	DOID:0050622 ! reproductive organ benign neoplasm
DOID:0060087	DOID:0050622 ! reproductive organ benign neoplasm
DOID:0060088	DOID:0060086 ! female reproductive organ benign neoplasm
DOID:0060089	DOID:0060085 ! organ system benign neoplasm
DOID:0060090	DOID:0060115 ! nervous system benign neoplasm
DOID:0060091	DOID:0060085 ! organ system benign neoplasm
DOID:0060092	DOID:0060085 ! organ system benign neoplasm
DOID:0060094	DOID:0060123 ! connective tissue benign neoplasm
DOID:0060095	DOID:0060086 ! female reproductive organ benign neoplasm
DOID:0060096	DOID:0060115 ! nervous system benign neoplasm
DOID:0060097	DOID:0060085 ! organ system benign neoplasm
DOID:0060098	DOID:0060094 ! bone benign neoplasm
DOID:0060099	DOID:0060085 ! organ system benign neoplasm
DOID:0060100	DOID:0050686 ! organ system cancer
DOID:0060101	DOID:0060084 ! cell type benign neoplasm
DOID:0060102	DOID:201 ! connective tissue cancer
DOID:0060103	DOID:3620 ! central nervous system cancer
DOID:0060104	DOID:4205 ! cerebellum cancer
DOID:0060106	DOID:1319 ! brain cancer
DOID:0060108	DOID:1319 ! brain cancer
DOID:0060109	DOID:0060086 ! female reproductive organ benign neoplasm
DOID:0060110	DOID:0060086 ! female reproductive organ benign neoplasm
DOID:0060111	DOID:0060086 ! female reproductive organ benign neoplasm
DOID:0060112	DOID:0060086 ! female reproductive organ benign neoplasm
DOID:0060114	DOID:0060086 ! female reproductive organ benign neoplasm
DOID:0060115	DOID:0060085 ! organ system benign neoplasm
DOID:0060116	DOID:3093 ! nervous system cancer
DOID:0060117	DOID:0060085 ! organ system benign neoplasm
DOID:0060118	DOID:7 ! disease of anatomical entity
DOID:0060119	DOID:3119 ! gastrointestinal system cancer
DOID:0060121	DOID:0060085 ! organ system benign neoplasm
DOID:0060122	DOID:0050686 ! organ system cancer
DOID:0060123	DOID:0060099 ! musculoskeletal system benign neoplasm
DOID:0060125	DOID:2916 ! hypersensitivity reaction type IV disease
DOID:0060126	DOID:0060125 ! heavy chain disease
DOID:0060127	DOID:0060125 ! heavy chain disease
DOID:0060128	DOID:0060125 ! heavy chain disease
DOID:0060129	DOID:0060125 ! heavy chain disease
DOID:0060130	DOID:4090 ! agnosia
DOID:0060131	DOID:4090 ! agnosia
DOID:0060132	DOID:4090 ! agnosia
DOID:0060133	DOID:4090 ! agnosia
DOID:0060134	DOID:4090 ! agnosia
DOID:0060135	DOID:4090 ! agnosia
DOID:0060136	DOID:4090 ! agnosia
DOID:0060137	DOID:4090 ! agnosia
DOID:0060138	DOID:4090 ! agnosia
DOID:0060139	DOID:4090 ! agnosia
DOID:0060140	DOID:4090 ! agnosia
DOID:0060141	DOID:4090 ! agnosia
DOID:0060142	DOID:4090 ! agnosia
DOID:0060143	DOID:4090 ! agnosia
DOID:0060144	DOID:4090 ! agnosia
DOID:0060145	DOID:4090 ! agnosia
DOID:0060146	DOID:4090 ! agnosia
DOID:0060147	DOID:4090 ! agnosia
DOID:0060148	DOID:4090 ! agnosia
DOID:0060149	DOID:4090 ! agnosia
DOID:0060150	DOID:4090 ! agnosia
DOID:0060151	DOID:4090 ! agnosia
DOID:0060152	DOID:4090 ! agnosia
DOID:0060153	DOID:0060155 ! visual agnosia
DOID:0060154	DOID:4090 ! agnosia
DOID:0060155	DOID:4090 ! agnosia
DOID:0060156	DOID:0060155 ! visual agnosia
DOID:0060157	DOID:986 ! alopecia areata
DOID:0060158	DOID:0014667 ! disease of metabolism
DOID:0060159	DOID:9252 ! amino acid metabolic disorder
DOID:0060160	DOID:12377 ! spinal muscular atrophy
DOID:0060161	DOID:12377 ! spinal muscular atrophy
DOID:0060162	DOID:1441 ! autosomal dominant cerebellar ataxia
DOID:0060163	DOID:4737 ! somatoform disorder
DOID:0060164	DOID:4737 ! somatoform disorder
DOID:0060165	DOID:8619 ! recurrent hypersomnia
DOID:0060166	DOID:3312 ! bipolar disorder
DOID:0060167	DOID:1596 ! mental depression
DOID:0060168	DOID:9265 ! histidine metabolism disease
DOID:0060169	DOID:0050703 ! infancy electroclinical syndrome
DOID:0060170	DOID:1827 ! idiopathic generalized epilepsy
DOID:0060171	DOID:0050703 ! infancy electroclinical syndrome
DOID:0060172	DOID:0050705 ! adolescence-adult electroclinical syndrome
DOID:0060173	DOID:0050736 ! autosomal dominant disease
DOID:0060174	DOID:0060176 ! gamma-amino butyric acid metabolism disorder
DOID:0060175	DOID:0060176 ! gamma-amino butyric acid metabolism disorder
DOID:0060176	DOID:9252 ! amino acid metabolic disorder
DOID:0060177	DOID:0060176 ! gamma-amino butyric acid metabolism disorder
DOID:0060178	DOID:10024 ! migraine with aura
DOID:0060179	DOID:0060309 ! syndromic X-linked intellectual disability
DOID:0060180	DOID:0050589 ! inflammatory bowel disease
DOID:0060181	DOID:0060180 ! colitis
DOID:0060182	DOID:0060180 ! colitis
DOID:0060183	DOID:0060182 ! microscopic colitis
DOID:0060184	DOID:0060182 ! microscopic colitis
DOID:0060185	DOID:0060180 ! colitis
DOID:0060186	DOID:0060180 ! colitis
DOID:0060187	DOID:0060180 ! colitis
DOID:0060188	DOID:8778 ! Crohn's disease
DOID:0060189	DOID:8778 ! Crohn's disease
DOID:0060190	DOID:8778 ! Crohn's disease
DOID:0060191	DOID:8778 ! Crohn's disease
DOID:0060192	DOID:8778 ! Crohn's disease
DOID:0060193	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060194	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060195	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060196	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060197	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060198	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060199	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060200	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060201	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060202	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060203	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060204	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060205	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060206	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060207	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060208	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060209	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060210	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060211	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060212	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060213	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060214	DOID:332 ! amyotrophic lateral sclerosis
DOID:0060215	DOID:3213 ! demyelinating disease
DOID:0060216	DOID:5614 ! eye disease
DOID:0060217	DOID:5614 ! eye disease
DOID:0060218	DOID:225 ! syndrome
DOID:0060219	DOID:10619 ! lymph node cancer
DOID:0060220	DOID:1555 ! urticaria
DOID:0060221	DOID:225 ! syndrome
DOID:0060222	DOID:12798 ! mucopolysaccharidosis
DOID:0060223	DOID:0060047 ! writing disorder
DOID:0060224	DOID:10273 ! heart conduction disease
DOID:0060225	DOID:225 ! syndrome
DOID:0060226	DOID:1934 ! dysostosis
DOID:0060227	DOID:225 ! syndrome
DOID:0060228	DOID:10941 ! intracranial aneurysm
DOID:0060229	DOID:225 ! syndrome
DOID:0060230	DOID:679 ! basal ganglia disease
DOID:0060231	DOID:225 ! syndrome
DOID:0060232	DOID:225 ! syndrome
DOID:0060233	DOID:225 ! syndrome
DOID:0060234	DOID:12960 ! acrocephalosyndactylia
DOID:0060235	DOID:3146 ! lipid metabolism disorder
DOID:0060236	DOID:653 ! purine-pyrimidine metabolic disorder
DOID:0060237	DOID:0050737 ! autosomal recessive disease
DOID:0060238	DOID:225 ! syndrome
DOID:0060239	DOID:225 ! syndrome
DOID:0060240	DOID:0050737 ! autosomal recessive disease
DOID:0060241	DOID:0050737 ! autosomal recessive disease
DOID:0060242	DOID:11193 ! syndactyly
DOID:0060243	DOID:4186 ! articulation disorder
DOID:0060244	DOID:93 ! language disorder
DOID:0060245	DOID:2476 ! hereditary spastic paraplegia
DOID:0060246	DOID:2476 ! hereditary spastic paraplegia
DOID:0060247	DOID:2256 ! osteochondrodysplasia
DOID:0060248	DOID:0050735 ! X-linked disease
DOID:0060249	DOID:0080010 ! bone structure disease
DOID:0060250	DOID:0060249 ! scoliosis
DOID:0060251	DOID:205 ! hyperostosis
DOID:0060252	DOID:10124 ! corneal disease
DOID:0060253	DOID:9884 ! muscular dystrophy
DOID:0060254	DOID:225 ! syndrome
DOID:0060255	DOID:66 ! muscle tissue disease
DOID:0060256	DOID:10123 ! pigmentation disease
DOID:0060257	DOID:10123 ! pigmentation disease
DOID:0060258	DOID:10123 ! pigmentation disease
DOID:0060259	DOID:0080015 ! physical disorder
DOID:0060260	DOID:5614 ! eye disease
DOID:0060261	DOID:0060260 ! ptosis
DOID:0060262	DOID:77 ! gastrointestinal system disease
DOID:0060263	DOID:936 ! brain disease
DOID:0060264	DOID:1289 ! neurodegenerative disease
DOID:0060265	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060266	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060267	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060268	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060269	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060270	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060271	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060272	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060273	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060274	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060275	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060276	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060277	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060278	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060279	DOID:0060264 ! pontocerebellar hypoplasia
DOID:0060280	DOID:3952 ! adrenal cortex disease
DOID:0060281	DOID:1826 ! epilepsy
DOID:0060282	DOID:9720 ! vitreous disease
DOID:0060283	DOID:37 ! skin disease
DOID:0060284	DOID:582 ! hemoglobinuria
DOID:0060285	DOID:0080074 ! neural tube defect
DOID:0060286	DOID:700 ! mitochondrial metabolism disease
DOID:0060287	DOID:10124 ! corneal disease
DOID:0060288	DOID:2256 ! osteochondrodysplasia
DOID:0060289	DOID:225 ! syndrome
DOID:0060290	DOID:0060289 ! Ohdo syndrome
DOID:0060291	DOID:225 ! syndrome
DOID:0060292	DOID:2581 ! chondrodysplasia punctata
DOID:0060293	DOID:2581 ! chondrodysplasia punctata
