EFO:0000001	experimental factor
CHEBI:52010	chlorphenamine
CHEBI:52172	nilotinib
CHEBI:52289	wortmannin
CHEBI:52640	N-acylethanolamine
CHEBI:52717	bortezomib
CHEBI:5296	gemfibrozil
CHEBI:529996	cytochalasin D
CHEBI:53003	naphthalene-1,5-diamine
CHEBI:53049	1-fluoro-2,4-dinitrobenzene
CHEBI:53109	Bandrowski's base
CHEBI:53110	4,5-dianilinophthalimide
CHEBI:53115	8-(3-chlorostyryl) caffeine
CHEBI:53181	pristane
CHEBI:53424	polysorbate 20
CHEBI:53425	polysorbate 60
CHEBI:53439	calcineurin
CHEBI:53444	potassium dichromate
CHEBI:53448	methyl cellulose
CHEBI:53452	N-(1-naphthyl)ethylenediamine dihydrochloride
CHEBI:53461	neuropeptide S
CHEBI:53542	nickel chloride hexahydrate
CHEBI:53766	acenocoumarol
CHEBI:53784	antispasmodic
CHEBI:5417	glucosamine
CHEBI:5441	glyburide
CHEBI:55379	camphorsulfonic acid
CHEBI:556075	radicicol
CHEBI:5613	haloperidol
CHEBI:5615	halothane
CHEBI:5692	hexachlorobenzene
CHEBI:5818	hydroxyzine
CHEBI:585948	felodipine
CHEBI:5870	imidacloprid
CHEBI:58994	(+)-catechin monohydrate
CHEBI:59163	biomarker
CHEBI:59219	caerulein
CHEBI:5931	insulin
CHEBI:59517	DNA synthesis inhibitor
CHEBI:59695	cyproheptadine hydrochloride
CHEBI:6015	isoflurane
CHEBI:60151	oxidised LDL
CHEBI:6030	isoniazide
CHEBI:6067	isotretinoin
CHEBI:6078	ivermectin
CHEBI:60815	lysobisphosphatidic acid
CHEBI:61057	tacrolimus hydrate
CHEBI:61058	alpha-methyl-L-dopa
CHEBI:61204	docosapentaenoic acid
CHEBI:61276	scopolamine methobromide
CHEBI:6198	(S)-azetidine-2-carboxylic acid
CHEBI:62533	oligogalacturonide
CHEBI:62946	ammonium sulfate
CHEBI:62982	ammonium phosphate
CHEBI:63038	ammonium nitrate
CHEBI:63039	caesium chloride
CHEBI:63043	potassium nitrate
CHEBI:63060	phase-transfer catalyst role
CHEBI:6343	labetalol
CHEBI:63490	explosive role
CHEBI:63599	fludarabine phosphate
CHEBI:63609	mefloquine
CHEBI:63613	nevirapine
CHEBI:63631	topiramate
CHEBI:63632	topotecan
CHEBI:63916	iloprost
CHEBI:63917	symphytine oxide
CHEBI:63918	artesunate
CHEBI:63919	3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluoro-1-decanol
CHEBI:63921	2-butoxyethanol
CHEBI:63924	riddelliine
CHEBI:63925	latanoprost free acid
CHEBI:63927	cinidon ethyl
CHEBI:63928	menadione sodium sulfonate
CHEBI:63933	Aroclor 1254
CHEBI:63934	bathocuproine disulfonic acid
CHEBI:63935	cyclazosin hydrochloride
CHEBI:63938	cadmium dichloride hemipentahydrate
CHEBI:63939	sodium tungstate dihydrate
CHEBI:63940	sodium tungstate
CHEBI:63942	ferrozine monosodium salt
CHEBI:63948	trimethyltin
CHEBI:63949	2,3-bis(4-hydroxyphenyl)propionitrile
CHEBI:63952	arsenic trichloride
CHEBI:63954	ionomycin
CHEBI:63956	isoxaben
CHEBI:63959	celastrol
CHEBI:63964	N(6)-acetimidoyl-L-lysine dihydrochloride
CHEBI:63965	7-chlorokynurenic acid
CHEBI:63978	N-allyl-1-phenyl-2,3,4,5-tetrahydro-3-benzazepine-7,8-diol hydrobromide
CHEBI:63996	N-methyl-6-chloro-1-(3-methylphenyl)-2,3,4,5-tetrahydro-3-benzazepine-7,8-diol hydrobromide
CHEBI:64002	N-allyl-6-chloro-1-(3-methylphenyl)-2,3,4,5-tetrahydro-3-benzazepine-7,8-diol hydrobromide
CHEBI:64022	nebivolol
CHEBI:64041	N-octylhomovanillamide
CHEBI:64042	3-aminobenzamide
CHEBI:64044	isoquinoline-1,5-diol
CHEBI:64045	amisulpride
CHEBI:64050	N-desmethylclozapine
CHEBI:64053	4-(4-methylpiperazin-1-yl)-7-(trifluoromethyl)pyrrolo[1,2-a]quinoxaline dimaleate
CHEBI:64057	3-[4-(3-chlorophenyl)piperazin-1-yl]-1,1-diphenylpropan-2-ol hydrochloride
CHEBI:64065	CGP 78608 hydrochloride
CHEBI:64067	SB 224289 hydrochloride
CHEBI:64073	exendin-4
CHEBI:64078	(1R,3S)-3-(adamantan-1-yl)-1-(aminomethyl)-3,4-dihydroisochromene-5,6-diol hydrochloride
CHEBI:64081	RS 39604 hydrochloride
CHEBI:64086	vanoxerine dihydrochloride
CHEBI:64090	tert-butyl hydroperoxide
CHEBI:64091	1-[2-(benzhydryloxy)ethyl]-4-(3-phenylpropyl)piperazine dihydrochloride
CHEBI:64098	N-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-2-(2,6-dimethoxyphenoxy)ethanamine
CHEBI:64099	4-fluoro-N-\\\{2-[4-(7-methoxynaphthalen-1-yl)piperazin-1-yl]ethyl\\\}benzamide hydrochloride
CHEBI:64103	sodium butyrate
CHEBI:64104	sodium 8-bromo-3',5'-cyclic GMP
CHEBI:64110	4,4',4''-(4-propylpyrazole-1,3,5-triyl)trisphenol
CHEBI:64111	GR 127935 hydrochloride
CHEBI:64115	(1S,2R)-5-methoxy-1-methyl-2-(propylamino)tetralin hydrochloride
CHEBI:64119	(S)-(-)-sulpiride
CHEBI:64123	NAN 190 hydrobromide
CHEBI:64134	2-\\\{[(2E)-3-iodoprop-2-en-1-yl](propyl)amino\\\}tetralin-7-ol maleate
CHEBI:64139	(2R,3S)-EHNA hydrochloride
CHEBI:64142	tropanyl 3,5-dimethylbenzoate
CHEBI:64143	depudecin
CHEBI:64144	1-[1-(1-benzothiophen-2-yl)cyclohexyl]piperidine maleate
CHEBI:64147	5-nonyloxytryptamine oxalate
CHEBI:64151	imetit dihydrobromide
CHEBI:64153	tanespimycin
CHEBI:64158	2-methyl-6-(phenylethynyl)pyridine hydrochloride
CHEBI:64162	N-methylquipazine dimaleate
CHEBI:64163	diquat
CHEBI:64165	clobenpropit dihydrobromide
CHEBI:64187	benserazide
CHEBI:64191	nafadotride
CHEBI:64194	paroxetine maleate
CHEBI:64195	ritanserin
CHEBI:64198	dimercaprol
CHEBI:64199	carmoxirole hydrochloride
CHEBI:64202	methiothepin maleate
CHEBI:64206	bromochloroacetic acid
CHEBI:64207	spiramide
CHEBI:64208	(2Z,3Z)-bis\\\{amino[(2-aminophenyl)sulfanyl]methylidene\\\}butanedinitrile
CHEBI:64210	4-\\\{[(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbonyl]amino\\\}benzoic acid
CHEBI:64211	8-bromo-3',5'-cyclic AMP
CHEBI:64212	sulindac sulfone
CHEBI:64213	cantharidin
CHEBI:64215	2,3-dimethoxynaphthalene-1,4-dione
CHEBI:64216	metergoline
CHEBI:64227	ciglitazone
CHEBI:6437	levetiracetam
CHEBI:64645	beta amyloid
CHEBI:6472	lincomycin
CHEBI:6498	lipoxin A4
CHEBI:65329	LY294002
CHEBI:6541	losartan
CHEBI:6550	loxtidine
CHEBI:6636	magnesium dichloride
CHEBI:6651	malathion
CHEBI:6775	mesalamine
CHEBI:6801	metformin
CHEBI:6809	methamphetamine
CHEBI:6820	methapyrilene
CHEBI:6842	methoxychlor
CHEBI:6888	6alpha-methylprednisolone
CHEBI:6904	metoprolol
CHEBI:6912	alpha-methyl-L-tyrosine
CHEBI:6916	mexiletine
CHEBI:6923	miconazole
CHEBI:6980	monocrotaline
CHEBI:7044	myoglobin
CHEBI:71415	nitrofurantoin
CHEBI:73177	brassinazole
CHEBI:7438	N-methylformamide
CHEBI:7466	nandrolone
CHEBI:7476	naproxen
CHEBI:7565	nifedipine
CHEBI:7575	nimodipine
CHEBI:7719	ochratoxin A
CHEBI:7735	olanzapine
CHEBI:7772	omeprazole
CHEBI:7798	oseltamivir
CHEBI:7823	oxazepam
CHEBI:7936	paroxetine
CHEBI:7939	parthenolide
CHEBI:7959	D-penicillamine
CHEBI:8021	pergolide mesylate
CHEBI:8028	perphenazine
CHEBI:8050	phenacetin
CHEBI:8069	phenobarbital
CHEBI:80730	Coronatine {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
CHEBI:8093	phenylephrine
CHEBI:8107	phenytoin
CHEBI:8212	pimozide
CHEBI:8228	pioglitazone
CHEBI:8364	prazosin
CHEBI:8378	prednisolone
CHEBI:8435	prochlorperazine
CHEBI:8461	promethazine
CHEBI:8502	6-propyl-2-thiouracil
CHEBI:8707	quetiapine
CHEBI:8772	raloxifene
CHEBI:8776	ranitidine
CHEBI:8871	risperidone
CHEBI:8887	rofecoxib
CHEBI:9011	salmeterol
CHEBI:9124	sertraline hydrochloride
CHEBI:9130	sevoflurane
CHEBI:9150	simvastatin
CHEBI:9168	rapamycin
CHEBI:9288	streptozotocin
CHEBI:9334	sulfasalazine
CHEBI:9352	sulindac
CHEBI:9467	tetrabenazine
CHEBI:9513	thalidomide
CHEBI:9516	thapsigargin
CHEBI:9566	thioridazine
CHEBI:9588	ticlopidine
CHEBI:9629	tomatidine
CHEBI:9630	tomatine
CHEBI:9674	triazolam
CHEBI:9678	tribenuron methyl
CHEBI:9753	troglitazone
CHEBI:9925	sodium valproate
CHEBI:9948	verapamil
CL:0000000	cell
CL:0000002	immortal cell line cell
CL:0000007	early embryonic cell
CL:0000010	obsolete_cell line cell
CL:0000015	male germ cell
CL:0000019	sperm
CL:0000023	oocyte
CL:0000025	plant egg
CL:0000034	stem cell
CL:0000037	hematopoietic stem cell
CL:0000038	erythroid progenitor cell
CL:0000040	monoblast
CL:0000041	mature eosinophil
CL:0000042	neutrophilic myeloblast
CL:0000043	mature basophil
CL:0000047	neuronal stem cell
CL:0000048	multipotent stem cell
CL:0000049	common myeloid progenitor
CL:0000050	megakaryocyte-erythroid progenitor cell
CL:0000051	common lymphoid progenitor
CL:0000055	blast cell
CL:0000056	myoblast
CL:0000057	fibroblast
CL:0000062	osteoblast
CL:0000065	ependymal cell
CL:0000066	epithelial cell
CL:0000071	blood vessel endothelial cell
CL:0000077	mesothelial cell
CL:0000080	circulating cell
CL:0000081	blood cell
CL:0000083	exocrine pancreas cell
CL:0000084	T cell
CL:0000091	Kupffer cell
CL:0000092	osteoclast
CL:0000094	granulocyte
CL:0000096	mature neutrophil
CL:0000097	mast cell
CL:0000099	interneuron
CL:0000100	motor neuron
CL:0000101	sensory neuron
CL:0000111	somatic nervous system
CL:0000112	columnar neuron
CL:0000115	endothelial cell
CL:0000125	glial cell
CL:0000127	astrocyte
CL:0000128	oligodendrocyte
CL:0000129	microglial cell
CL:0000136	fat cell
CL:0000138	chondrocyte
CL:0000148	melanocyte
CL:0000151	secretory cell
CL:0000162	parietal cell
CL:0000165	neuroendocrine cell
CL:0000168	beta cell
CL:0000171	pancreatic A cell
CL:0000178	Leydig cell
CL:0000182	hepatocyte
CL:0000185	myoepithelial cell
CL:0000187	muscle cell
CL:0000192	smooth muscle cell
CL:0000202	cochlear hair cell
CL:0000211	electrically active cell
CL:0000216	Sertoli cell
CL:0000218	Schwann cell
CL:0000222	mesodermal cell
CL:0000232	erythrocyte
CL:0000233	platelet
CL:0000235	macrophage
CL:0000236	B cell
CL:0000250	megaspore
CL:0000252	microspore
CL:0000286	hyphal cell
CL:0000292	guard cell
CL:0000312	keratinocyte
CL:0000333	neural crest cell
CL:0000336	adrenal gland
CL:0000337	neuroblast (sensu Vertebrata)
CL:0000346	hair follicle dermal papilla cell
CL:0000349	extraembryonic cell
CL:0000351	trophoblast cell
CL:0000352	epiblast cell
CL:0000362	epidermal cell
CL:0000365	zygote
CL:0000371	protoplast
CL:0000384	ligament cell
CL:0000385	prohemocyte (sensu Nematoda and Protostomia)
CL:0000387	hemocyte
CL:0000388	connective tissue
CL:0000390	blood cell (sensu Nematoda and Protostomia)
CL:0000392	crystal cell
CL:0000398	polygonal cell
CL:0000415	diploid cell
CL:0000421	coelomocyte
CL:0000442	follicular dendritic cell
CL:0000446	parathyroid
CL:0000449	obsolete_brown fat cell
CL:0000451	dendritic cell
CL:0000453	Langerhans cell
CL:0000477	follicle cell
CL:0000484	connective tissue type mast cell
CL:0000485	mucosal type mast cell
CL:0000492	CD4-positive helper T cell
CL:0000499	stromal cell
CL:0000501	granulosa cell
CL:0000510	paneth cell
CL:0000514	smooth muscle myoblast
CL:0000515	skeletal muscle myoblast
CL:0000520	prokaryotic cell
CL:0000521	fungal cell
CL:0000525	syncytiotrophoblast cell
CL:0000540	neuron
CL:0000542	lymphocyte
CL:0000545	T-helper 1 cell
CL:0000546	T-helper 2 cell
CL:0000547	proerythroblast
CL:0000549	basophilic erythroblast
CL:0000550	polychromatophilic erythroblast
CL:0000552	orthochromatic erythroblast
CL:0000553	megakaryocyte progenitor cell
CL:0000556	megakaryocyte
CL:0000557	granulocyte monocyte progenitor cell
CL:0000558	reticulocyte
CL:0000559	promonocyte
CL:0000560	band form neutrophil
CL:0000562	nucleate erythrocyte
CL:0000564	neutrophilic promyelocyte
CL:0000576	monocyte
CL:0000579	border follicle cell
CL:0000580	neutrophilic myelocyte
CL:0000581	peritoneal macrophage
CL:0000582	neutrophilic metamyelocyte
CL:0000583	alveolar macrophage
CL:0000586	germ cell
CL:0000588	odontoclast
CL:0000595	enucleate erythrocyte
CL:0000598	pyramidal cell
CL:0000599	conidium
CL:0000610	obsolete_plant cell
CL:0000611	eosinophil progenitor cell
CL:0000612	eosinophilic myelocyte
CL:0000613	basophil progenitor cell
CL:0000614	basophilic myelocyte
CL:0000617	GABAergic neuron
CL:0000622	acinar cell
CL:0000623	natural killer cell
CL:0000624	CD4-positive, alpha-beta T cell
CL:0000625	CD8-positive, alpha-beta T cell
CL:0000628	photosynthetic cell
CL:0000632	hepatic stellate cell
CL:0000644	Bergmann glial cell
CL:0000646	basal cell
CL:0000647	multinucleated giant cell
CL:0000669	pericyte
CL:0000670	primordial germ cell
CL:0000679	glutamatergic neuron
CL:0000700	dopaminergic neuron
CL:0000711	cumulus cell
CL:0000723	somatic stem cell
CL:0000738	leukocyte
CL:0000746	cardiac muscle cell
CL:0000762	nucleated thrombocyte
CL:0000763	myeloid cell
CL:0000764	erythroid lineage cell
CL:0000765	erythroblast
CL:0000766	myeloid leukocyte
CL:0000767	basophil
CL:0000768	immature basophil
CL:0000769	basophilic metamyelocyte
CL:0000770	band form basophil
CL:0000771	eosinophil
CL:0000772	immature eosinophil
CL:0000773	eosinophilic metamyelocyte
CL:0000774	band form eosinophil
CL:0000775	neutrophil
CL:0000776	immature neutrophil
CL:0000777	mesangial phagocyte
CL:0000778	mononuclear osteoclast
CL:0000779	multinuclear osteoclast
CL:0000780	multinuclear odontoclast
CL:0000781	mononuclear odontoclast
CL:0000782	myeloid dendritic cell
CL:0000784	plasmacytoid dendritic cell
CL:0000785	mature B cell
CL:0000786	plasma cell
CL:0000787	memory B cell
CL:0000788	naive B cell
CL:0000789	alpha-beta T cell
CL:0000790	immature alpha-beta T cell
CL:0000791	mature alpha-beta T cell
CL:0000792	CD4-positive, CD25-positive, alpha-beta regulatory T cell
CL:0000793	CD4-positive, alpha-beta intraepithelial T cell
CL:0000794	CD8-positive, alpha-beta cytotoxic T cell
CL:0000795	CD8-positive, alpha-beta regulatory T cell
CL:0000796	CD8-alpha-beta-positive, alpha-beta intraepithelial T cell
CL:0000797	alpha-beta intraepithelial T cell
CL:0000798	gamma-delta T cell
CL:0000799	immature gamma-delta T cell
CL:0000800	mature gamma-delta T cell
CL:0000801	gamma-delta intraepithelial T cell
CL:0000802	CD8-alpha alpha positive, gamma-delta intraepithelial T cell
CL:0000803	CD4-negative CD8-negative gamma-delta intraepithelial T cell
CL:0000805	immature single positive thymocyte
CL:0000806	DN2 thymocyte
CL:0000807	DN3 thymocyte
CL:0000808	DN4 thymocyte
CL:0000809	double-positive, alpha-beta thymocyte
CL:0000810	CD4-positive, alpha-beta thymocyte
CL:0000811	CD8-positive, alpha-beta thymocyte
CL:0000813	memory T cell
CL:0000814	mature NK T cell
CL:0000815	regulatory T cell
CL:0000816	immature B cell
CL:0000817	precursor B cell
CL:0000818	transitional stage B cell
CL:0000819	B-1 B cell
CL:0000820	B-1a B cell
CL:0000821	B-1b B cell
CL:0000822	B-2 B cell
CL:0000823	immature natural killer cell
CL:0000824	mature natural killer cell
CL:0000825	pro-NK cell
CL:0000826	pro-B cell
CL:0000827	pro-T cell
CL:0000828	thromboblast
CL:0000829	basophilic myeloblast
CL:0000830	basophilic promyelocyte
CL:0000831	mast cell progenitor
CL:0000832	eosinophilic myeloblast
CL:0000833	eosinophilic promyelocyte
CL:0000834	neutrophil progenitor cell
CL:0000835	myeloblast
CL:0000836	promyelocyte
CL:0000837	hematopoietic multipotent progenitor cell
CL:0000838	lymphoid lineage restricted progenitor cell
CL:0000839	myeloid lineage restricted progenitor cell
CL:0000840	immature conventional dendritic cell
CL:0000841	mature conventional dendritic cell
CL:0000842	mononuclear cell
CL:0000843	follicular B cell
CL:0000844	germinal center B cell
CL:0000845	marginal zone B cell
CL:0000860	classical monocyte
CL:0000861	elicited macrophage
CL:0000862	suppressor macrophage
CL:0000863	inflammatory macrophage
CL:0000864	tissue-resident macrophage
CL:0000865	gastrointestinal tract (lamina propria) macrophage
CL:0000866	thymic macrophage
CL:0000867	secondary lymphoid organ macrophage
CL:0000868	lymph node macrophage
CL:0000869	tonsillar macrophage
CL:0000870	Peyer's patch macrophage
CL:0000871	splenic macrophage
CL:0000872	splenic marginal zone macrophage
CL:0000873	splenic metallophillic macrophage
CL:0000874	splenic red pulp macrophage
CL:0000875	non-classical monocyte
CL:0000876	splenic white pulp macrophage
CL:0000877	splenic tingible body macrophage
CL:0000878	central nervous system macrophage
CL:0000879	meningeal macrophage
CL:0000880	choroid-plexus macrophage
CL:0000881	perivascular macrophage
CL:0000882	thymic medullary macrophage
CL:0000883	thymic cortical macrophage
CL:0000884	mucosa-associated lymphoid tissue macrophage
CL:0000885	gut-associated lymphoid tissue macrophage
CL:0000886	nasal and broncial associated lymphoid tissue macrophage
CL:0000887	lymph node subcapsular sinus macrophage
CL:0000888	lymph node tingible body macrophage
CL:0000889	myeloid suppressor cell
CL:0000890	alternatively activated macrophage
CL:0000893	thymocyte
CL:0000894	DN1 thymic pro-T cell
CL:0000895	naive thymus-derived CD4-positive, alpha-beta T cell
CL:0000896	activated CD4-positive, alpha-beta T cell
CL:0000897	CD4-positive, alpha-beta memory T cell
CL:0000898	naive T cell
CL:0000899	T-helper 17 cell
CL:0000900	naive thymus-derived CD8-positive, alpha-beta T cell
CL:0000901	Tr1 cell
CL:0000902	induced T-regulatory cell
CL:0000903	natural T-regulatory cell
CL:0000904	central memory CD4-positive, alpha-beta T cell
CL:0000905	effector memory CD4-positive, alpha-beta T cell
CL:0000906	activated CD8-positive, alpha-beta T cell
CL:0000907	central memory CD8 positive, alpha-beta T cell
CL:0000908	CD8-positive, alpha-beta cytokine secreting effector T cell
CL:0000909	CD8-positive, alpha-beta memory T cell
CL:0000910	cytotoxic T cell
CL:0000911	effector T cell
CL:0000912	helper T cell
CL:0000913	effector memory CD8-positive, alpha-beta T cell
CL:0000914	immature NK T cell
CL:0000915	CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell
CL:0000916	dendritic epidermal T cell
CL:0000917	Tc1 cell
CL:0000918	Tc2 cell
CL:0000919	CD8-positive, CD25-positive, alpha-beta regulatory T cell
CL:0000920	CD8-positive, CD28-negative, alpha-beta regulatory T cell
CL:0000921	type I NK T cell
CL:0000922	type II NK T cell
CL:0000923	CD4-positive type I NK T cell
CL:0000924	CD4-negative, CD8-negative type I NK T cell
CL:0000925	activated CD4-positive type I NK T cell
CL:0000926	CD4-positive type I NK T cell secreting interferon-gamma
CL:0000927	CD4-positive type I NK T cell secreting interleukin-4
CL:0000928	activated CD4-negative, CD8-negative type I NK T cell
CL:0000929	CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma
CL:0000930	CD4-negative, CD8-negative type I NK T cell secreting interleukin-4
CL:0000931	activated type II NK T cell
CL:0000932	type II NK T cell secreting interferon-gamma
CL:0000933	type II NK T cell secreting interleukin-4
CL:0000934	CD4-positive, alpha-beta cytotoxic T cell
CL:0000935	CD4-negative, CD8-negative, alpha-beta intraepithelial T cell
CL:0000936	early lymphoid progenitor
CL:0000937	pre-natural killer cell
CL:0000938	CD56-bright cytokine secreting natural killer cell
CL:0000939	cytotoxic CD56-dim natural killer cell
CL:0000940	mucosal invariant T cell
CL:0000941	thymic conventional dendritic cell
CL:0000942	thymic plasmacytoid dendritic cell
CL:0000943	Be1 Cell
CL:0000944	Be2 cell
CL:0000945	lymphocyte of B lineage
CL:0000946	antibody secreting cell
CL:0000947	IgE plasma cell
CL:0000948	IgE memory B cell
CL:0000949	IgD plasmablast
CL:0000950	IgE plasmablast
CL:0000951	IgE short lived plasma cell
CL:0000952	preBCR-positive large pre-B-II cell
CL:0000953	preBCR-negative large pre-B-II cell
CL:0000954	small pre-B-II cell
CL:0000955	pre-B-II cell
CL:0000956	pre-B-I cell
CL:0000957	large pre-B-II cell
CL:0000958	T1 B cell
CL:0000959	T2 B cell
CL:0000960	T3 B cell
CL:0000961	Bm1 B cell
CL:0000962	Bm2 B cell
CL:0000963	Bm3-delta B cell
CL:0000964	Bm2' B cell
CL:0000965	Bm3 B cell
CL:0000966	Bm4 B cell
CL:0000967	Bm5 B cell
CL:0000968	Be cell
CL:0000969	regulatory B cell
CL:0000970	unswitched memory B cell
CL:0000971	IgM memory B cell
CL:0000972	class switched memory B cell
CL:0000973	IgA memory B cell
CL:0000974	long lived plasma cell
CL:0000975	short lived plasma cell
CL:0000976	IgA short lived plasma cell
CL:0000977	IgG short lived plasma cell
CL:0000978	IgM short lived plasma cell
CL:0000979	IgG memory B cell
CL:0000980	plasmablast
CL:0000981	double negative memory B cell
CL:0000982	IgG plasmablast
CL:0000983	IgM plasmablast
CL:0000984	IgA plasmablast
CL:0000985	IgG plasma cell
CL:0000986	IgM plasma cell
CL:0000987	IgA plasma cell
CL:0000988	hematopoietic cell
CL:0000989	CD11c-low plasmacytoid dendritic cell
CL:0000990	conventional dendritic cell
CL:0000991	CD11c-negative plasmacytoid dendritic cell
CL:0000992	immature CD11c-low plasmacytoid dendritic cell
CL:0000993	mature CD11c-low plasmacytoid dendritic cell
CL:0000994	immature CD11c-negative plasmacytoid dendritic cell
CL:0000995	CD34-positive, CD38-positive common myeloid progenitor OR CD34-positive, CD38-positive common lymphoid progenitor
CL:0000996	mature CD11c-negative plasmacytoid dendritic cell
CL:0000997	immature CD8_alpha-negative CD11b-positive dendritic cell
CL:0000998	CD8_alpha-negative CD11b-negative dendritic cell
CL:0000999	CD4-positive CD11b-positive dendritic cell
CL:0001000	CD8_alpha-positive CD11b-negative dendritic cell
CL:0001001	immature CD8_alpha-negative CD11b-negative dendritic cell
CL:0001002	mature CD8_alpha-negative CD11b-negative dendritic cell
CL:0001003	mature CD8_alpha-negative CD11b-positive dendritic cell
CL:0001004	immature CD8_alpha-positive CD11b-negative dendritic cell
CL:0001005	mature CD8_alpha-positive CD11b-negative dendritic cell
CL:0001006	dermal dendritic cell
CL:0001007	interstitial dendritic cell
CL:0001008	Kit and Sca1-positive hematopoietic stem cell
CL:0001009	immature dermal dendritic cell
CL:0001010	mature dermal dendritic cell
CL:0001011	immature interstitial dendritic cell
CL:0001012	CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor
CL:0001013	mature interstitial dendritic cell
CL:0001014	CD1a-positive Langerhans cell
CL:0001015	CD8_alpha-low Langerhans cell
CL:0001016	immature CD1a-positive Langerhans cell
CL:0001017	mature CD1a-positive Langerhans cell
CL:0001018	immature CD8_alpha-low Langerhans cell
CL:0001019	CD115-positive monocyte OR common dendritic progenitor
CL:0001020	mature CD8_alpha-low Langerhans cell
CL:0001021	CD34-positive, CD38-positive common lymphoid progenitor
CL:0001022	CD115-positive monocyte
CL:0001023	Kit-positive, CD34-positive common myeloid progenitor
CL:0001024	CD34-positive, CD38-negative hematopoietic stem cell
CL:0001025	Kit-positive, Sca1-positive common lymphoid progenitor
CL:0001026	CD34-positive, CD38-positive common myeloid progenitor
CL:0001027	CD7-negative lymphoid progenitor cell
CL:0001028	CD7-positive lymphoid progenitor cell
CL:0001029	common dendritic progenitor
CL:0001030	CD117-positive common myeloid progenitor OR CD217-positive common lymphoid progenitor
CL:0002000	Kit-positive erythroid progenitor cell
CL:0002001	CD34-positive, CD38-positive granulocyte monocyte progenitor
CL:0002002	Kit-positive granulocyte monocyte progenitor
CL:0002003	CD34-positive, GlyA-negative erythroid progenitor cell
CL:0002004	CD34-negative, GlyA-negative proerythroblast
